ID,data,label
sub-verse257_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse257\sub-verse257_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse257\sub-verse257_seg-subreg_ctd.json
sub-verse401_split-verse253_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse401\sub-verse401_split-verse253_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse401\sub-verse401_split-verse253_seg-subreg_ctd.json
sub-verse402_split-verse251_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse402\sub-verse402_split-verse251_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse402\sub-verse402_split-verse251_seg-subreg_ctd.json
sub-verse403_split-verse255_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse403\sub-verse403_split-verse255_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse403\sub-verse403_split-verse255_seg-subreg_ctd.json
sub-verse405_split-verse259_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse405\sub-verse405_split-verse259_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse405\sub-verse405_split-verse259_seg-subreg_ctd.json
sub-verse406_split-verse261_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse406\sub-verse406_split-verse261_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse406\sub-verse406_split-verse261_seg-subreg_ctd.json
sub-verse407_split-verse262_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse407\sub-verse407_split-verse262_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse407\sub-verse407_split-verse262_seg-subreg_ctd.json
sub-verse408_split-verse265_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse408\sub-verse408_split-verse265_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse408\sub-verse408_split-verse265_seg-subreg_ctd.json
sub-verse409_split-verse266_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse409\sub-verse409_split-verse266_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse409\sub-verse409_split-verse266_seg-subreg_ctd.json
sub-verse410_split-verse267_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse410\sub-verse410_split-verse267_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse410\sub-verse410_split-verse267_seg-subreg_ctd.json
sub-verse411_split-verse270_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse411\sub-verse411_split-verse270_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse411\sub-verse411_split-verse270_seg-subreg_ctd.json
sub-verse413_split-verse272_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse413\sub-verse413_split-verse272_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse413\sub-verse413_split-verse272_seg-subreg_ctd.json
sub-verse415_split-verse275_seg-vert_snp,E:\Verse\dataset-verse19training\derivatives\sub-verse415\sub-verse415_split-verse275_seg-vert_msk.nii.gz,E:\Verse\dataset-verse19training\derivatives\sub-verse415\sub-verse415_split-verse275_seg-subreg_ctd.json
